"DATA"
"{""customerId"":1,""personalInfo"":{""fullName"":""Tammy Bryant"",""email"":""tammy.bryant@internalmail"",""phoneNumber"":""+1-215-284-5679"",""dateOfBirth"":""1976-03-05"",""gender"":""Female""},""accountInfo"":{""accountCreated"":""2021-04-20T12:51:57Z"",""loyaltyTier"":""Silver"",""loyaltyPoints"":3972,""emailVerified"":""true"",""smsOptIn"":""false""},""purchaseHistory"":{""totalOrders"":5,""lifetimeValue"":397.22,""averageOrderValue"":79.44,""lastOrderDate"":""2022-01-16"",""preferredStores"":""Online""},""clothingPreferences"":{""preferredStyle"":""formal"",""preferredSize"":{""tops"":""S"",""bottoms"":""M"",""shoes"":7},""favoriteColors"":[""navy"",""black"",""gray"",""white""],""favoriteBrands"":[""Urban Thread"",""Classic Fit"",""Sport Elite""]},""shippingAddresses"":[{""addressId"":1,""label"":""Home"",""street"":""991 Main Street"",""city"":""Los Angeles"",""state"":""CA"",""zipCode"":""24476"",""country"":""USA"",""isDefault"":""true""}],""marketingPreferences"":{""newsletterSubscribed"":""true"",""promotionalEmails"":""true"",""categories"":[""New Arrivals"",""Sale Items"",""Seasonal Collections""]}}"
"{""customerId"":2,""personalInfo"":{""fullName"":""Roy White"",""email"":""roy.white@internalmail"",""phoneNumber"":""+1-942-405-1143"",""dateOfBirth"":""1974-03-05"",""gender"":""Non-binary""},""accountInfo"":{""accountCreated"":""2021-02-11T18:01:30Z"",""loyaltyTier"":""Bronze"",""loyaltyPoints"":3329,""emailVerified"":""true"",""smsOptIn"":""true""},""purchaseHistory"":{""totalOrders"":2,""lifetimeValue"":332.99,""averageOrderValue"":166.5,""lastOrderDate"":""2021-09-09"",""preferredStores"":""Online, San Francisco""},""clothingPreferences"":{""preferredStyle"":""athletic"",""preferredSize"":{""tops"":""M"",""bottoms"":""L"",""shoes"":6},""favoriteColors"":[""navy"",""black"",""gray"",""white""],""favoriteBrands"":[""Urban Thread"",""Classic Fit"",""Sport Elite""]},""shippingAddresses"":[{""addressId"":1,""label"":""Home"",""street"":""1159 Main Street"",""city"":""Chicago"",""state"":""IL"",""zipCode"":""78893"",""country"":""USA"",""isDefault"":""true""}],""marketingPreferences"":{""newsletterSubscribed"":""true"",""promotionalEmails"":""true"",""categories"":[""New Arrivals"",""Sale Items"",""Seasonal Collections""]}}"
"{""customerId"":3,""personalInfo"":{""fullName"":""Gary Jenkins"",""email"":""gary.jenkins@internalmail"",""phoneNumber"":""+1-991-311-2813"",""dateOfBirth"":""1960-06-01"",""gender"":""Male""},""accountInfo"":{""accountCreated"":""2021-02-04T13:20:22Z"",""loyaltyTier"":""Gold"",""loyaltyPoints"":17654,""emailVerified"":""true"",""smsOptIn"":""false""},""purchaseHistory"":{""totalOrders"":10,""lifetimeValue"":1765.44,""averageOrderValue"":176.54,""lastOrderDate"":""2022-01-20"",""preferredStores"":""Online, Seattle""},""clothingPreferences"":{""preferredStyle"":""business casual"",""preferredSize"":{""tops"":""L"",""bottoms"":""XL"",""shoes"":10},""favoriteColors"":[""navy"",""black"",""gray"",""white""],""favoriteBrands"":[""Urban Thread"",""Classic Fit"",""Sport Elite""]},""shippingAddresses"":[{""addressId"":1,""label"":""Home"",""street"":""5726 Main Street"",""city"":""Houston"",""state"":""TX"",""zipCode"":""49158"",""country"":""USA"",""isDefault"":""true""}],""marketingPreferences"":{""newsletterSubscribed"":""true"",""promotionalEmails"":""false"",""categories"":[""New Arrivals"",""Sale Items"",""Seasonal Collections""]}}"
"{""customerId"":4,""personalInfo"":{""fullName"":""Victor Morris"",""email"":""victor.morris@internalmail"",""phoneNumber"":""+1-941-790-8429"",""dateOfBirth"":""2004-11-18"",""gender"":""Female""},""accountInfo"":{""accountCreated"":""2021-07-02T23:08:52Z"",""loyaltyTier"":""Silver"",""loyaltyPoints"":12632,""emailVerified"":""true"",""smsOptIn"":""true""},""purchaseHistory"":{""totalOrders"":7,""lifetimeValue"":1263.27,""averageOrderValue"":180.47,""lastOrderDate"":""2022-01-13"",""preferredStores"":""New York City, Online""},""clothingPreferences"":{""preferredStyle"":""streetwear"",""preferredSize"":{""tops"":""XL"",""bottoms"":""XXL"",""shoes"":12},""favoriteColors"":[""navy"",""black"",""gray"",""white""],""favoriteBrands"":[""Urban Thread"",""Classic Fit"",""Sport Elite""]},""shippingAddresses"":[{""addressId"":1,""label"":""Home"",""street"":""6118 Main Street"",""city"":""Phoenix"",""state"":""AZ"",""zipCode"":""10089"",""country"":""USA"",""isDefault"":""true""}],""marketingPreferences"":{""newsletterSubscribed"":""true"",""promotionalEmails"":""true"",""categories"":[""New Arrivals"",""Sale Items"",""Seasonal Collections""]}}"
"{""customerId"":5,""personalInfo"":{""fullName"":""Beverly Hughes"",""email"":""beverly.hughes@internalmail"",""phoneNumber"":""+1-508-804-1575"",""dateOfBirth"":""1984-01-30"",""gender"":""Non-binary""},""accountInfo"":{""accountCreated"":""2021-05-27T03:20:25Z"",""loyaltyTier"":""Bronze"",""loyaltyPoints"":1507,""emailVerified"":""true"",""smsOptIn"":""false""},""purchaseHistory"":{""totalOrders"":3,""lifetimeValue"":150.74,""averageOrderValue"":50.25,""lastOrderDate"":""2021-08-31"",""preferredStores"":""Chicago, Online""},""clothingPreferences"":{""preferredStyle"":""casual"",""preferredSize"":{""tops"":""XXL"",""bottoms"":""XS"",""shoes"":12},""favoriteColors"":[""navy"",""black"",""gray"",""white""],""favoriteBrands"":[""Urban Thread"",""Classic Fit"",""Sport Elite""]},""shippingAddresses"":[{""addressId"":1,""label"":""Home"",""street"":""7833 Main Street"",""city"":""New York"",""state"":""NY"",""zipCode"":""79620"",""country"":""USA"",""isDefault"":""true""}],""marketingPreferences"":{""newsletterSubscribed"":""true"",""promotionalEmails"":""true"",""categories"":[""New Arrivals"",""Sale Items"",""Seasonal Collections""]}}"
"{""customerId"":6,""personalInfo"":{""fullName"":""Evelyn Torres"",""email"":""evelyn.torres@internalmail"",""phoneNumber"":""+1-805-389-6206"",""dateOfBirth"":""1988-12-17"",""gender"":""Male""},""accountInfo"":{""accountCreated"":""2021-04-30T11:39:15Z"",""loyaltyTier"":""Silver"",""loyaltyPoints"":6483,""emailVerified"":""true"",""smsOptIn"":""true""},""purchaseHistory"":{""totalOrders"":6,""lifetimeValue"":648.34,""averageOrderValue"":108.06,""lastOrderDate"":""2022-01-10"",""preferredStores"":""London, Online""},""clothingPreferences"":{""preferredStyle"":""formal"",""preferredSize"":{""tops"":""XS"",""bottoms"":""S"",""shoes"":12},""favoriteColors"":[""navy"",""black"",""gray"",""white""],""favoriteBrands"":[""Urban Thread"",""Classic Fit"",""Sport Elite""]},""shippingAddresses"":[{""addressId"":1,""label"":""Home"",""street"":""4675 Main Street"",""city"":""Los Angeles"",""state"":""CA"",""zipCode"":""48751"",""country"":""USA"",""isDefault"":""true""}],""marketingPreferences"":{""newsletterSubscribed"":""true"",""promotionalEmails"":""false"",""categories"":[""New Arrivals"",""Sale Items"",""Seasonal Collections""]}}"
"{""customerId"":13,""personalInfo"":{""fullName"":""Michelle Ramirez"",""email"":""michelle.ramirez@internalmail"",""phoneNumber"":""+1-521-409-8170"",""dateOfBirth"":""2005-04-02"",""gender"":""Female""},""accountInfo"":{""accountCreated"":""2021-03-30T00:19:54Z"",""loyaltyTier"":""Bronze"",""loyaltyPoints"":9241,""emailVerified"":""true"",""smsOptIn"":""false""},""purchaseHistory"":{""totalOrders"":4,""lifetimeValue"":924.17,""averageOrderValue"":231.04,""lastOrderDate"":""2022-01-17"",""preferredStores"":""Online, Vienna""},""clothingPreferences"":{""preferredStyle"":""business casual"",""preferredSize"":{""tops"":""S"",""bottoms"":""M"",""shoes"":6},""favoriteColors"":[""navy"",""black"",""gray"",""white""],""favoriteBrands"":[""Urban Thread"",""Classic Fit"",""Sport Elite""]},""shippingAddresses"":[{""addressId"":1,""label"":""Home"",""street"":""1876 Main Street"",""city"":""Houston"",""state"":""TX"",""zipCode"":""18753"",""country"":""USA"",""isDefault"":""true""}],""marketingPreferences"":{""newsletterSubscribed"":""true"",""promotionalEmails"":""true"",""categories"":[""New Arrivals"",""Sale Items"",""Seasonal Collections""]}}"
"{""customerId"":14,""personalInfo"":{""fullName"":""Elizabeth Martinez"",""email"":""elizabeth.martinez@internalmail"",""phoneNumber"":""+1-525-855-2464"",""dateOfBirth"":""2009-03-07"",""gender"":""Non-binary""},""accountInfo"":{""accountCreated"":""2021-03-29T03:35:02Z"",""loyaltyTier"":""Silver"",""loyaltyPoints"":17532,""emailVerified"":""true"",""smsOptIn"":""true""},""purchaseHistory"":{""totalOrders"":9,""lifetimeValue"":1753.27,""averageOrderValue"":194.81,""lastOrderDate"":""2022-01-25"",""preferredStores"":""Mumbai, Online""},""clothingPreferences"":{""preferredStyle"":""streetwear"",""preferredSize"":{""tops"":""M"",""bottoms"":""L"",""shoes"":11},""favoriteColors"":[""navy"",""black"",""gray"",""white""],""favoriteBrands"":[""Urban Thread"",""Classic Fit"",""Sport Elite""]},""shippingAddresses"":[{""addressId"":1,""label"":""Home"",""street"":""4229 Main Street"",""city"":""Phoenix"",""state"":""AZ"",""zipCode"":""43195"",""country"":""USA"",""isDefault"":""true""}],""marketingPreferences"":{""newsletterSubscribed"":""true"",""promotionalEmails"":""true"",""categories"":[""New Arrivals"",""Sale Items"",""Seasonal Collections""]}}"
"{""customerId"":15,""personalInfo"":{""fullName"":""Walter Rogers"",""email"":""walter.rogers@internalmail"",""phoneNumber"":""+1-538-239-7373"",""dateOfBirth"":""1973-07-28"",""gender"":""Male""},""accountInfo"":{""accountCreated"":""2021-05-23T13:08:48Z"",""loyaltyTier"":""Silver"",""loyaltyPoints"":12817,""emailVerified"":""true"",""smsOptIn"":""false""},""purchaseHistory"":{""totalOrders"":5,""lifetimeValue"":1281.75,""averageOrderValue"":256.35,""lastOrderDate"":""2022-01-15"",""preferredStores"":""New Dehli, Online""},""clothingPreferences"":{""preferredStyle"":""casual"",""preferredSize"":{""tops"":""L"",""bottoms"":""XL"",""shoes"":6},""favoriteColors"":[""navy"",""black"",""gray"",""white""],""favoriteBrands"":[""Urban Thread"",""Classic Fit"",""Sport Elite""]},""shippingAddresses"":[{""addressId"":1,""label"":""Home"",""street"":""6788 Main Street"",""city"":""New York"",""state"":""NY"",""zipCode"":""32721"",""country"":""USA"",""isDefault"":""true""}],""marketingPreferences"":{""newsletterSubscribed"":""true"",""promotionalEmails"":""false"",""categories"":[""New Arrivals"",""Sale Items"",""Seasonal Collections""]}}"
"{""customerId"":16,""personalInfo"":{""fullName"":""Ralph Foster"",""email"":""ralph.foster@internalmail"",""phoneNumber"":""+1-492-381-4477"",""dateOfBirth"":""1998-01-07"",""gender"":""Female""},""accountInfo"":{""accountCreated"":""2021-02-27T07:47:46Z"",""loyaltyTier"":""Silver"",""loyaltyPoints"":11665,""emailVerified"":""true"",""smsOptIn"":""true""},""purchaseHistory"":{""totalOrders"":8,""lifetimeValue"":1166.54,""averageOrderValue"":145.82,""lastOrderDate"":""2022-01-10"",""preferredStores"":""Online, Sydney""},""clothingPreferences"":{""preferredStyle"":""formal"",""preferredSize"":{""tops"":""XL"",""bottoms"":""XXL"",""shoes"":10},""favoriteColors"":[""navy"",""black"",""gray"",""white""],""favoriteBrands"":[""Urban Thread"",""Classic Fit"",""Sport Elite""]},""shippingAddresses"":[{""addressId"":1,""label"":""Home"",""street"":""6336 Main Street"",""city"":""Los Angeles"",""state"":""CA"",""zipCode"":""96291"",""country"":""USA"",""isDefault"":""true""}],""marketingPreferences"":{""newsletterSubscribed"":""true"",""promotionalEmails"":""true"",""categories"":[""New Arrivals"",""Sale Items"",""Seasonal Collections""]}}"
"{""customerId"":17,""personalInfo"":{""fullName"":""Tina Simmons"",""email"":""tina.simmons@internalmail"",""phoneNumber"":""+1-299-445-1301"",""dateOfBirth"":""1979-11-18"",""gender"":""Non-binary""},""accountInfo"":{""accountCreated"":""2021-04-01T08:20:52Z"",""loyaltyTier"":""Silver"",""loyaltyPoints"":6837,""emailVerified"":""true"",""smsOptIn"":""false""},""purchaseHistory"":{""totalOrders"":5,""lifetimeValue"":683.76,""averageOrderValue"":136.75,""lastOrderDate"":""2022-01-24"",""preferredStores"":""Online, Perth""},""clothingPreferences"":{""preferredStyle"":""athletic"",""preferredSize"":{""tops"":""XXL"",""bottoms"":""XS"",""shoes"":6},""favoriteColors"":[""navy"",""black"",""gray"",""white""],""favoriteBrands"":[""Urban Thread"",""Classic Fit"",""Sport Elite""]},""shippingAddresses"":[{""addressId"":1,""label"":""Home"",""street"":""5702 Main Street"",""city"":""Chicago"",""state"":""IL"",""zipCode"":""82194"",""country"":""USA"",""isDefault"":""true""}],""marketingPreferences"":{""newsletterSubscribed"":""true"",""promotionalEmails"":""true"",""categories"":[""New Arrivals"",""Sale Items"",""Seasonal Collections""]}}"
